Dataset,,,,,Model,Model Desc,Time Taken,Accuracy,Balanced Accuracy,Precision,Recall,F1,CM
cifar10,0,0,0,0,EasyConvNet,"EasyConvNet(Dimensions:2, Channels Per Layer: 2, Conv Layers Per Block:1, Pool Blocks:2, Dense Layers:2)",389.2096104621887,0.5583,0.5583,0.5583,0.5583,0.5583,"[[657  34  58  36   7  15   9  15 111  58]
 [ 41 723   7  26   5   5   9  14  34 136]
 [ 84  10 435 113 145  72  64  46  23   8]
 [ 39  16  84 449  86 129  86  57  26  28]
 [ 24   6  98 113 500  41  95 107   8   8]
 [ 22  14 111 243  84 342  71  77  15  21]
 [ 13   5  49 131 126  46 581  29   2  18]
 [ 17   9  41 107  94  55  23 625   3  26]
 [152  59  25  48   5   9   3  12 626  61]
 [ 44 152  12  49   6  11  11  31  39 645]]"
cifar10,0,0,0,0,EasyConvNet,"EasyConvNet(Dimensions:2, Channels Per Layer: 4, Conv Layers Per Block:1, Pool Blocks:2, Dense Layers:2)",240.1913959980011,0.6393,0.6393,0.6393,0.6393,0.6393,"[[711  12  63  23  52   9   9  15  80  26]
 [ 28 722  17  23  13   8  11   4  51 123]
 [ 66   0 478  75 175  85  64  39  13   5]
 [ 20   7  74 492 104 180  64  31  12  16]
 [ 22   4  62  63 670  47  67  59   5   1]
 [  5   2  67 205  83 529  41  57   6   5]
 [  7   4  30  99  89  49 694  18   4   6]
 [ 13   4  34  68  92  77  12 683   6  11]
 [ 90  39  17  29  21   8   5  10 758  23]
 [ 44 116  10  48  13   9  14  39  51 656]]"
cifar10,0,0,0,0,EasyConvNet,"EasyConvNet(Dimensions:2, Channels Per Layer: 8, Conv Layers Per Block:1, Pool Blocks:2, Dense Layers:2)",361.30554151535034,0.7071,0.7071,0.7071,0.7071,0.7071,"[[735  17  64  36  24  11  13  13  54  33]
 [ 25 811  10  19   7   4  12   6  23  83]
 [ 45   3 586  69 124  60  60  40   6   7]
 [ 13  12  57 567  66 153  80  37   6   9]
 [ 13   3  56  51 721  46  54  48   6   2]
 [  9   1  56 204  57 576  34  60   1   2]
 [  2   3  32  63  61  33 791   8   3   4]
 [ 12   1  26  43  87  52  10 758   2   9]
 [ 68  32  26  20  17  12   9  11 775  30]
 [ 38  87   6  36  15   9   3  31  24 751]]"
cifar10,0,0,0,0,EasyConvNet,"EasyConvNet(Dimensions:2, Channels Per Layer: 2, Conv Layers Per Block:2, Pool Blocks:2, Dense Layers:2)",382.96272683143616,0.5399,0.5399,0.5399,0.5399,0.5399,"[[650  21  52  27  17  19  15  22 126  51]
 [ 35 681   4  23   1  10  14  15  74 143]
 [ 81   6 342 125 142 109  95  61  27  12]
 [ 37  17  69 401  68 207 111  52  19  19]
 [ 34   4 124  92 415  86 130 100  10   5]
 [ 17   8  90 213  75 424  68  88   8   9]
 [ 10   7  50 135 103  52 587  31   9  16]
 [ 16   5  25  98  60  91  43 627  11  24]
 [129  72  13  34  10  18   7   7 660  50]
 [ 53 156   9  40   4   9  18  36  63 612]]"
cifar10,0,0,0,0,EasyConvNet,"EasyConvNet(Dimensions:2, Channels Per Layer: 4, Conv Layers Per Block:2, Pool Blocks:2, Dense Layers:2)",223.5225954055786,0.645,0.645,0.645,0.645,0.645,"[[699   8  52  36  27  12  10  10 101  45]
 [ 33 743  12  21  12   9  12  13  28 117]
 [ 69   2 506  76 160  64  72  28  18   5]
 [ 29   6  66 476 113 179  66  37  16  12]
 [ 26   3  75  52 661  31  78  58  12   4]
 [ 12   4  72 227  95 486  43  50   7   4]
 [  6   4  45  69 103  25 725   9  10   4]
 [  9   1  41  58 116  66  17 667   4  21]
 [ 95  32  25  29  19   5   9   6 744  36]
 [ 49  69   4  30  12  11  15  32  35 743]]"
coarse,0,0,0,0,EasyConvNet,"EasyConvNet(Dimensions:2, Channels Per Layer: 2, Conv Layers Per Block:1, Pool Blocks:1, Dense Layers:2)",158.5484344959259,0.3716,0.3716,0.3716,0.3716,0.3716,"[[200  53   0   5   0  12   6  10  30  16   7  46  33   9  18   9  30   3
    5   8]
 [ 53 201  16   8   9   6  15  10  18  20  13  18  34   4  28   5  28   2
    6   6]
 [  3  17 282   9  43  13   7  14  26   3   4   7  12   2  43   0   5   3
    4   3]
 [ 11  11  10 215  21  41  29   9  17   9   6  14  16   4  49   7  14   1
    7   9]
 [  2   8  88  23 185   1  25  24  29   2   1  26  16   5  36   3  17   0
    6   3]
 [ 25  14   9  56   7 119  40  13  25  14  15  20  21   6  57   5  12   2
   17  23]
 [  9   8   8  15  12  19 225  10  16  17  14  13  14   5  69   5  14   3
   13  11]
 [ 22   3  30  11   7  10  12 163  54   4   3  37  34  11  27  22  21   2
   11  16]
 [ 35   1   4   7   5  10  16  13 150   8   4  78  69   5  39   4  23  10
    6  13]
 [ 29  10   1   3   2   4   6   2   9 276  41  23   9   1  31   2   2  17
   17  15]
 [ 23  18   0   3   3   7   8   0  21  58 292  13  10   4   1   4  15   9
    3   8]
 [ 35   6   4   7   3   7  11  15  51  19   4 158  65   7  36   9  20  17
   11  15]
 [ 31   9   8   8   1   9   9  20  72  10   5  66 140   6  31   6  36   4
   16  13]
 [ 54  17  15  17  16  18  26  33  58   8   9  42  38  49  43  17  20   6
    7   7]
 [ 13  10  16  13  19  14  33   9  33  10   1  19  15   6 247   2  25   2
    4   9]
 [ 56  30   2   9   1  12   8  38  44  15   3  55  69  13  31  51  21   9
   16  17]
 [ 40  19  16  10   6   7  22  12  53  12   4  52  61   7  58   7 101   4
    5   4]
 [ 15   7   3   2   1   2   6   5  17  40  11  27   8   1  13   9  13 302
    4  14]
 [ 20  15   5   4   1  18   9  13  30  51   6  33  29   5  30   5   3   6
  172  45]
 [ 24   6   4   7   4   8   8  15  20  46  18  47  31   3  19   3   3   6
   40 188]]"
coarse,0,0,0,0,EasyConvNet,"EasyConvNet(Dimensions:2, Channels Per Layer: 4, Conv Layers Per Block:1, Pool Blocks:1, Dense Layers:2)",188.55411171913147,0.4276,0.4276,0.4276,0.4276,0.4276,"[[219  33   1   3   0   7   9  10  30   9  12  33  36  18   9  19  31   2
    7  12]
 [ 63 201  19   4  10   3   6  10  20  13  18  22  25  10  19  20  19   2
    7   9]
 [  4  14 294   5  31  10   4  18  24   3   5   6   9  14  30   2  11   8
    6   2]
 [  7   7   9 201  20  49  26  10  19  14   6  16  15  12  44   9  16   3
    9   8]
 [  4  18  42  13 233   7  12  18  21   1   6  27  15  19  26  10  15   6
    4   3]
 [ 29  16  10  36   4 165  28  11  33  10  11  13  21  13  34  21  18   4
   11  12]
 [  4  10   4  16  13  27 190  10  19  18  21  16  16  12  50   9  28   9
   15  13]
 [ 22   6  15   5   9   6   5 207  40   3   7  21  37  39  12  25  23   3
    2  13]
 [ 36   7   3   4   1   3   5  13 209   8   9  59  53  10  24  16  22   6
    6   6]
 [ 16   8   1   1   0   5   7   1  14 290  38  20   8   5  15   5   5  22
   18  21]
 [ 18  16   4   2   3   7   7   0  12  57 310  10   8   1   6   1   8  13
    5  12]
 [ 32   4   4   3   6   7   8  11  60  15   5 179  58  16  28  14  16   9
    7  18]
 [ 28   8   1   9   4  10   6   9  66   3   2  45 176  19  23  24  38   2
    7  20]
 [ 36  19  15   8   7  10  12  39  44   6  10  28  57 111  26  21  26   6
    7  12]
 [ 11   8  13  10   7   9  16   9  30   9   4  23  15  17 286   1  22   2
    6   2]
 [ 47  27   3   2   1  10   3  28  48  15   7  45  55  23  15 101  23  17
   13  17]
 [ 33  14   7   6   7  10  17  18  49   6   2  27  70  12  42  19 147   9
    1   4]
 [ 13   3   5   1   3   8   1   3  16  30  15  13   1   2  10   7   4 345
    6  14]
 [ 21   8   7   2   5  12  10   6  19  41   8  20  27   8  17  13   2  10
  196  68]
 [ 29   3   2   4   6   4   4   8  14  41   6  28  26   9  13  14   5  19
   49 216]]"
coarse,0,0,0,0,EasyConvNet,"EasyConvNet(Dimensions:2, Channels Per Layer: 8, Conv Layers Per Block:1, Pool Blocks:1, Dense Layers:2)",267.83874106407166,0.5024,0.5024,0.5024,0.5024,0.5024,"[[231  27   1   3   2   5   2   5  25  11   8  33  33  11  15  33  33   2
    5  15]
 [ 63 217  15   4  14   6   4   7   8  12  11  15  19   8  29  30  24   2
    8   4]
 [  2  16 353   6  37   2   2  13  15   1   3   5   3   7  17   4   5   4
    4   1]
 [  7   8   9 276  13  43  19   6   8   9   4   7   5  13  31   7  11   2
   12  10]
 [  8  11  56  17 269   5   1  20  16   3   4  13  10  16  17  17   8   5
    1   3]
 [ 17   5   5  45   6 229  34   6  12  13   5  10  11  12  35  10   9   4
   11  21]
 [ 13  10   5  16   6  29 288   6   5  11  12   7   5   7  32   6   7   2
   19  14]
 [ 14  11  25   4   7   2   7 234  26   2   3  15  24  35  16  30  21   3
    6  15]
 [ 41   5   6   4   4   6   2  11 208   5   5  66  40   7  23  20  29   5
    3  10]
 [ 14  11   0   2   2   5   8   1   3 336  25  14   2   3  14   6   5  11
   15  23]
 [ 19  18   4   1   2  11   7   2   8  53 305   8   7   2   5   9  12  14
    3  10]
 [ 26   5   2   4   6   5   4  13  38  19   2 229  43   7  32  12  24   8
    8  13]
 [ 30   4   3   3   6   8   3  15  65   5   2  50 188   9  22  20  52   0
    9   6]
 [ 40  18   8  22  21   7   6  39  32   4   1  18  24 152  22  36  23   5
    9  13]
 [ 13   8   7   8   8   9  14  14  14   6   1  21  12  12 315   6  16   1
    8   7]
 [ 57  30   4   5  11  11   5  22  42   3   6  28  32  21  19 141  26   7
   13  17]
 [ 39  17   4   4  11   9  11  13  40   7   4  31  52   8  41  31 169   5
    2   2]
 [ 11   2   6   0   4   4   1   5  13  23   9  12   2   4   3  13   9 363
    3  13]
 [ 12   6   8   3   5   7   5   9   5  30   7  17  14   4  20   5   4   6
  259  74]
 [ 17   7   4   6   5   5  15   9   6  34   4  14  17   5  10  15   1   2
   62 262]]"
coarse,0,0,0,0,EasyConvNet,"EasyConvNet(Dimensions:2, Channels Per Layer: 2, Conv Layers Per Block:2, Pool Blocks:1, Dense Layers:2)",183.0995626449585,0.3442,0.3442,0.3442,0.3442,0.3442,"[[177  39   0   7   3   5   8  15  32  17  15  22  28   5  18  22  43  11
   11  22]
 [ 76 152  23   2   9   8  15   5  32  14  13  13  36  10  22  17  23   6
    7  17]
 [  8   9 230   8  33   7  12  12  48   3   2  12   7  13  53   7  19   5
    8   4]
 [  7  13   7 219  25  40  25   7  20  10   4  11  16   6  38   9  13   2
   11  17]
 [  6   7  69  10 202   4  20  11  41   1   2  22  14  12  33   5  23   5
    4   9]
 [ 23  14   8  57   6 134  32  10  33   9  13  14  19   5  48  15  17   4
   23  16]
 [  7  13   7  17  26  21 180  10  24  16  10  17  14   9  56  17  17   4
   24  11]
 [ 19   6  19   4   5   3   5 154  56   4   1  34  34  30  25  30  33   1
   16  21]
 [ 33   5   7   9   3   5  10  16 180   8   0  38  54   7  32  19  45   8
   16   5]
 [ 30   9   1   5   1   2   9   1  11 219  61  31   6   0  15   2   8  19
   36  34]
 [ 30  36   1   1   1   1  12   3  20  61 252  14   9   2   3   3  21  10
   12   8]
 [ 35   4   5   5   3   3  10  18  79  20   5 101  59   7  23  19  42  15
   15  32]
 [ 22   4   9   8   7   5   4  16  90   7   1  39 134   5  33  29  47   4
   20  16]
 [ 27  16  16  15  15  13  14  35  60   5   6  22  52  68  30  32  40   5
   15  14]
 [  6  12  23  24  20   9  20  13  44  10   3  16  20  12 225   4  21   1
   10   7]
 [ 47  22   5   7   2   7  15  33  54  13   3  28  66  22  20  67  31  14
   27  17]
 [ 28  16  16  12   9   9  22  23  71   9   0  18  65   7  47  19 108  10
    6   5]
 [ 30   4   4   0   6   6   3   6  15  32  14  22   5   1  11   7  21 288
   11  14]
 [ 13   6   6   2   2  10  24   9  22  58   4  33  29   4  27  15   2   7
  173  54]
 [ 12   3   4   7   4  11  12  17  25  40   9  38  25  11  16  15   7   7
   58 179]]"
coarse,0,0,0,0,EasyConvNet,"EasyConvNet(Dimensions:2, Channels Per Layer: 4, Conv Layers Per Block:2, Pool Blocks:1, Dense Layers:2)",119.70182132720947,0.4272,0.4272,0.4272,0.4272,0.4272,"[[196  35   1   2   2   5   3  13  32   9  16  44  34  15  20  29  31   4
    5   4]
 [ 67 188  17   6   8   7  12  10  15  11   8  18  28   8  21  31  23   1
    7  14]
 [  4   9 284  10  42   6  11  20  19   0   5  13   7   8  24   5  14   7
    5   7]
 [ 12   7   8 236  18  41  25   5  10   4   6  10   7  15  37   6  18   2
   15  18]
 [  6   9  45  16 234   4  21  19  27   1   6  29  12  11  17   9  21   4
    5   4]
 [ 12  12  13  51   4 158  58  10  14   9   8  15   9  12  46  17   7   4
   24  17]
 [  7  11   4  19  14  24 245   7  14  15   9  17  10   3  43   7  17   2
   11  21]
 [ 20   9  19   5   5   1  10 210  40   0   2  24  29  31  21  23  25   5
    5  16]
 [ 28   3   4   4   3   4   3  12 172   9   2  80  64   6  32  22  33   8
    4   7]
 [ 19  10   1   2   0   2  11   1   8 270  38  33   5   1  15   5   5  11
   28  35]
 [ 22  18   5   1   3   4  10   2  10  41 308  18   8   1   4   4  10  20
    2   9]
 [ 38   7   6   5   3   5  11  10  53  27   5 183  36   5  30  19  25   4
   12  16]
 [ 24   9   4   7   4   5   1  20  68   2   2  57 157   8  19  25  55   7
    6  20]
 [ 34   9  20  25   8  13   7  34  47   8   1  20  31 100  30  44  35   7
   13  14]
 [ 14  11   8   8  12   8  24   9  20  11   1  31  19   5 268   6  31   2
    7   5]
 [ 51  16   1   5   1  11   7  26  54  11   3  31  57  28  22 124  23   7
   11  11]
 [ 32  21   4   7   8   4  14  13  48   9   2  38  61  15  37  23 156   4
    0   4]
 [ 15   5   5   0   1   3   4   8  17  26  16  23  10   3   9  12   3 323
    4  13]
 [ 16   9   8   2   1  11  19   6  15  39   6  23  11   9  15   9   2   3
  220  76]
 [ 18   3   3   7   0   6  12   8  12  38   9  27  16   6  10  15   7   5
   58 240]]"
coarse,0,0,0,0,EasyConvNet,"EasyConvNet(Dimensions:2, Channels Per Layer: 8, Conv Layers Per Block:2, Pool Blocks:1, Dense Layers:2)",375.036253452301,0.4842,0.4842,0.4842,0.4842,0.4842,"[[214  40   1   2   2  13   1  13  31   9   4  28  31  11  16  35  25   5
    9  10]
 [ 52 203  24   5   5   7   5   8  14   9   9  16  17  10  32  33  29   5
    8   9]
 [  2  10 348   5  41   7   3  10  10   0   0   4   3  13  16   7   9   7
    2   3]
 [  5   9   9 272  19  37  27   4  12   6   2   8   4   5  36   4  11   3
   12  15]
 [  3  12  58  12 284   2   5  14  22   2   3  12   4  12  22  12   8   3
    4   6]
 [ 14   8  10  39   8 205  36   6  15  10  11   9   2  12  49  12  19   1
   14  20]
 [  7  11   5  16  11  29 263   4  12   9  11  12   7   1  48   5  16   4
   15  14]
 [ 12  17  26   6  13   4   8 209  24   2   7   5  13  45  19  33  27   7
    9  14]
 [ 28   7   4   2   9   3   7   9 191   1   3  53  48  12  31  39  39   3
    6   5]
 [ 13   6   1   1   1   2   9   1   7 307  32  11   8   2  18   5   5  12
   20  39]
 [ 14  19   4   1   1   4   5   0   6  33 319  15   5   2   4  11  10  26
    8  13]
 [ 19  11   3   3   3   5   3  10  53  13   3 197  37  10  42  18  38   6
    9  17]
 [ 27   5   3   3   5   6   3  15  78   3   0  37 162   9  30  29  63   2
   10  10]
 [ 25  18  15  17  23  10   6  39  25   3   3  18  24 137  34  46  36   3
    7  11]
 [  9   7   9   7  10   7  16   6  13   4   0  20  10  13 323   5  20   3
   10   8]
 [ 43  28   4   3   6   6   6  18  38   2   6  33  37  33  20 138  35  10
   12  22]
 [ 30  28   4   5  15   6  13  15  54   3   1  33  33  14  37  29 175   2
    1   2]
 [  6   5   5   0   5   2   2   7  13  16  16   9   3   4   7  14   5 363
    7  11]
 [ 11   6  10   2   6  10   8   2  10  27   5   9   8   7  18   9   4   6
  271  71]
 [  9   9   1   5   5   3  10   8   4  28   2  16  12  13  18  18   5   8
   65 261]]"
coarse,0,0,0,0,EasyConvNet,"EasyConvNet(Dimensions:2, Channels Per Layer: 2, Conv Layers Per Block:3, Pool Blocks:1, Dense Layers:2)",223.422753572464,0.3695,0.3695,0.3695,0.3695,0.3695,"[[184  38   0   9   2  13   6  17  39  14  13  16  33   9  24  13  38  11
    7  14]
 [ 59 178  22   5  16   9  10  18  18  15  15  15  20   9  32  17  28   5
    2   7]
 [  6  13 287   7  53   3   6  27  11   0   1   6   7   5  41   4   9   4
    8   2]
 [ 14  25  11 199  23  48  25   8  16  10   7   8  14   9  43   9   9   4
    7  11]
 [  6  12  95  15 192   3   9  36  30   1   5  19  16  10  24   2  13   4
    2   6]
 [ 20  12  19  44  10 137  45  15  21  14  15  18  12   9  42  14  14   3
   16  20]
 [ 11  10   6  20  16  33 201  11   8  18  13  24  27   2  51   5  20   3
   15   6]
 [ 23   8  28   9  13   5   7 186  44   1   1  20  31  23  35  28  16   7
    3  12]
 [ 37   5   4   3   1  12   4  19 168   4   5  50  68   5  31  21  33   9
   10  11]
 [ 25  12   0   1   0   8  13   0   6 263  45  15  10   1  23   2   3  24
   20  29]
 [ 39   9   5   1   2   4  10   1  17  51 293  10   6   2   3   5  11  23
    1   7]
 [ 31  11   8   6   2   8  12  16  57  21   4 124  63   4  40  10  30  23
   10  20]
 [ 27  11   8   6   4   7   8  20  77   3   4  51 141   6  42  20  42   7
    7   9]
 [ 37  22  31  14  12   9   9  58  44   4   9  16  43  64  48  17  22   3
   25  13]
 [ 13  14  24  11  16   7  18  22  26   7   2  20  19   9 247   4  22   2
    5  12]
 [ 51  26   6   7   3  12  11  50  54  13   4  27  69  17  24  76  22   6
    8  14]
 [ 49  21   5   8  10   8  12  29  63   4   4  34  56  12  47  22  98  15
    1   2]
 [ 30   5   5   2   6   4   5   8  16  28  13  26  10   1  12   5   9 300
    3  12]
 [ 14   7   7   8   4  25  16  16  17  59   3  24  17   8  22  10   5   5
  162  71]
 [ 21   4   6   6   2   3  10  13  19  44  12  28  26   7  18   9   6   7
   64 195]]"
coarse,0,0,0,0,EasyConvNet,"EasyConvNet(Dimensions:2, Channels Per Layer: 4, Conv Layers Per Block:3, Pool Blocks:1, Dense Layers:2)",84.62072515487671,0.4284,0.4284,0.4284,0.4284,0.4284,"[[221  28   3   3   4   6   4   9  25   4   9  35  30   7  22  27  37   4
    5  17]
 [ 77 179  22   5  10   5   1  10   8   5  14  18  31   9  23  24  29   7
    9  14]
 [ 10  15 267   5  63   3   9  18  14   1   3  11  12   9  26   6  18   2
    7   1]
 [ 10  10   3 223  25  41  21   9  11   4   7  11  14   8  34  11  25   2
   14  17]
 [  7  11  62  10 245   1   8  22  22   0   5  17  15  13  21   4  25   2
    5   5]
 [ 22   6   6  43   9 180  48  10  16  14   8  16   8  13  34   9  23   1
   19  15]
 [  9   7   2  23  11  30 247  11   9  11  10  18   9   4  37   7  19   3
   15  18]
 [ 30  10  17   2  15   1   6 176  38   2   2  30  33  32  20  28  41   3
    5   9]
 [ 33   2   2   1   7   3   1  15 194   2   3  66  61  11  24  19  39   7
    4   6]
 [ 22   2   0   0   0   4   9   0   6 285  30  41   6   0  16  10   4  10
   13  42]
 [ 29  15   1   0   2   6  13   2  13  40 292  21   8   4   4  10  10   9
    5  16]
 [ 20   4   3   3   3   4   6  11  48  18   6 206  54   8  39  17  28  10
    6   6]
 [ 28   8   5   3   4   5   1  12  63   0   2  72 163  10  26  13  55   2
   13  15]
 [ 62  22  13  19  13   8   3  46  33   2   2  29  43  90  25  24  37   6
   13  10]
 [ 17   6  13   5  21   4  18   8  25   4   3  30  20   7 251   7  43   2
    7   9]
 [ 58  21   5   1   3   6   5  30  36   2   2  43  55  20  20 115  32  14
   15  17]
 [ 35  14   2   4  17   6   9  15  54   3   2  32  57  12  39  23 161   3
    6   6]
 [ 26   6   4   0   6   0   1   4  21  18  14  26   3   9   4  14  13 316
    4  11]
 [ 17   2   3   3   3  14  13   7  12  28   4  32  21   6  16  13   6   2
  227  71]
 [ 19   7   1   3   3   8   8   9   6  27   4  36  22   7  15   8  15   3
   53 246]]"
coarse,0,0,0,0,EasyConvNet,"EasyConvNet(Dimensions:2, Channels Per Layer: 8, Conv Layers Per Block:3, Pool Blocks:1, Dense Layers:2)",197.59592032432556,0.4894,0.4894,0.4894,0.4894,0.4894,"[[225  36   1   1   5   9   3   8  21   5   7  42  30   6  18  21  40   2
    4  16]
 [ 66 214  22   4  14   3   6  15   8  10   9  14   9  21  20  25  21   0
   10   9]
 [  2  13 343   5  38   5   4  17   6   1   4   8   2   8  19   9   7   3
    5   1]
 [  8  10  11 266  28  32  24  10   9   5   2   6   3   7  34   7   9   2
   13  14]
 [  6  12  62   5 285   0   4  13   8   2   5  14   5  13  21  11  16   7
    7   4]
 [ 17  12   9  51   5 203  37  10  14   7   9  16   4   9  39  10  15   4
   10  19]
 [  7  13   5  14   9  30 275  11   6   6  13  15   4   7  26   5  15   1
   19  19]
 [ 10  10  23   5   7   4   9 256  22   3   1  13   8  32  19  35  26   2
    4  11]
 [ 35   6   4   5   3   3   1  11 174   4   0  89  49   7  30  23  43   2
    7   4]
 [  9   8   0   0   2  12   7   1   7 317  21  25   2   1   6   6   8   8
   25  35]
 [ 26  18   6   1   3   4   3   2   6  41 306  19   1   3   8   5  11  20
    6  11]
 [ 31   5   3   2  10   2   3  11  34  19   4 228  32   9  24  12  39   6
    9  17]
 [ 29   4   3   5   6   6   1  15  50   2   1  61 160   8  35  24  68   3
   11   8]
 [ 42  25  11  17  19   5   7  44  20   5   2  20  15 139  30  41  35   5
   10   8]
 [ 12   9  13   8  10  10   8   3  11   6   1  24  10  16 310   2  29   3
   10   5]
 [ 47  40   6   8   7   4   5  30  37   2   4  28  30  30  16 132  32  14
   14  14]
 [ 31  16   9   6  11   8   9  14  31   3   1  44  34  10  53  33 175   3
    1   8]
 [ 10   3   2   1   5   2   2   8  11  22   9  18   5   2   6  12   7 360
    8   7]
 [  8   9   8   3   0  12   7   7   5  20   2  19  12   4  18   9   5   6
  278  68]
 [ 17   8   4   9   3   2  15  14   8  24   2  18   9   3  11  11   6   6
   82 248]]"
coarse,0,0,0,0,EasyConvNet,"EasyConvNet(Dimensions:2, Channels Per Layer: 2, Conv Layers Per Block:1, Pool Blocks:2, Dense Layers:2)",360.63058257102966,0.3628,0.3628,0.3628,0.3628,0.3628,"[[159  42   1  13   2   5  13  34  29  24  15  45  27  12  18   8  29   4
    4  16]
 [ 57 159  36   8  15   5  16  24  13  21  14  17  20   6  24   3  24   3
   15  20]
 [  2   6 327  10  42   4   7  28   9   1   1   3   1   4  29   0   3   6
   10   7]
 [  8  17  22 184  26  34  33  26   7   7   5  22   5  10  50   0  10   2
   11  21]
 [  2   6  86  14 207   3  19  45  32   5   3  19  13   2  21   1   8   6
    4   4]
 [ 20  12  29  61   7  79  52  29  21  15  17  15  12   9  50   6  20   2
   19  25]
 [  5   9   9  29  24  10 198  15  15  22   7  20   6   6  62   4  17   7
   22  13]
 [ 13  11  40  13  17   2  12 263  13   5   0   9  11  14  26  12  13   1
    6  19]
 [ 24   7   4   4   4   3  22  39 150  12   3  58  46   8  40  10  53   5
    6   2]
 [ 18   9   3   2   0   4   5   6   4 268  65  10   2   1  31   1  10  21
   13  27]
 [ 14  12   4   5   1   2   8  11  11  57 289  22   4   5   4   1  10  25
    3  12]
 [ 12   8   8   8   7   8  17  42  59  42   4 116  40  11  23   5  35  21
   12  22]
 [ 21  12  10  10   1   7  18  45  65  10   0  51 135   9  42   4  39   4
    8   9]
 [ 26  14  28  15  22  10  27  81  37  13  12  20  29  56  43  12  24   3
   17  11]
 [  7   6  22  26  10   8  42  27  34   9   1   5  14   4 229   1  20   4
   14  17]
 [ 42  24   5  14   3   6  28  88  38  15   1  26  42  14  28  39  28  13
   21  25]
 [ 21  16   4  27  12   6  33  49  63  17   6  38  37   8  53  10  87   6
    1   6]
 [ 14   4   6   5   5   2   7  12  13  29  19  22   4   2  15   3  11 313
    4  10]
 [ 13  13  23   9   7   9  12  28  10  63   3  13  13  12  25   3   1   9
  171  63]
 [ 12   6  10  10   4   6  15  34   9  46  17  18  14  17  16   5   8   6
   48 199]]"
coarse,0,0,0,0,EasyConvNet,"EasyConvNet(Dimensions:2, Channels Per Layer: 4, Conv Layers Per Block:1, Pool Blocks:2, Dense Layers:2)",483.1262755393982,0.432,0.432,0.432,0.432,0.432,"[[199  45   0   3   2  12   3  12  31  17  14  24  17  16  12  25  40  11
    1  16]
 [ 58 210  26   9  10   4   9  16  11  12  18  12  16  10  28   6  26   1
    6  12]
 [  3  14 341   8  33   5   3  19  10   2   2   0   5  13  22   2   7   6
    2   3]
 [ 10  14  14 227  24  37  30   8  12   9   5  12   3  13  31   5  21   4
    8  13]
 [  6  21  86  13 242   1   7  19  18   0   4  10   7  11  26   3  17   4
    1   4]
 [ 21   9  14  54  14 186  36  13  13  12  17   8   6   6  37   4  12   2
   12  24]
 [ 10  11   5  23   9  33 248   4   8  16  12   9   2   4  36   7  18   8
   22  15]
 [ 17  12  35   6  11   4   4 222  23   2   3  17  15  27  19  30  26  11
    5  11]
 [ 36   5   5   5   5   7   3  17 192   6   0  52  33  12  33  15  46  11
   10   7]
 [ 17   8   1   3   0   6  18   0   7 285  63  14   3   0   6   2   5  22
   13  27]
 [ 27  20   5   1   4   4   8   2  10  38 324  11   1   1   4   1   7  24
    0   8]
 [ 31   8   4  11   7  11  10  11  66  29   7 145  34   9  26  18  35  13
    5  20]
 [ 32  15   4  11   5   3   5  21  72   5   3  47 120  14  40  18  58   2
   11  14]
 [ 38  33  26  15  19   9   7  45  39   8  11  19  18  87  31  27  44   7
    8   9]
 [ 11  13  21  13  19  10  13  15  21   8   1  12   5   9 275   0  28   4
   11  11]
 [ 59  53   4   4   5  14   7  41  41   9   5  25  36  23  16  87  37   9
   10  15]
 [ 46  21  13  13  10   3  10  24  55   9   6  18  36  14  38  13 158   8
    3   2]
 [ 13   9   7   2   2   3   2   8   8  26  23   7   3   4   5   8  10 353
    1   6]
 [ 13   8   6   3   8  19   8  14  16  53   8  15  16   4  27   8   6  10
  180  78]
 [ 16   5   4   5   2  12  17  12   9  44  16  25  12   4  13   9   5  13
   38 239]]"
